許可番号,区分,商号,代表者,郵便番号,市区町村,所在地,電話番号,資本金(千円),法人/個人,許可業種,特定,許可年月日,推定年数下限,業種分類,中南部
47015163,知事,（合）ユーメイト,安慶名 慶之,904-2304,うるま市,与那城屋慶名６０４,098-989-0671,3000,法人,建大左石屋タ板ガ塗防内絶具解,,R060712,0,建設業（総合）,1
47015284,知事,（株）ユウユウホームオキナワ,石川 雄裕,901-2424,中頭郡中城村,字南上原６５２－７カーサ・ソマヤマ４０１,080-6482-8978,500,法人,土建と石鋼舗し水,,R070207 R070709,0,建設業（総合）,1
47014584,知事,（株）勇佑組,大城 勇真,901-0504,島尻郡八重瀬町,字後原４７０－１ メゾンファミーユ２０４,098-998-4577,1000,法人,と解,,R040318,0,その他専門工事,1
47012378,知事,（株）ユーライズ,高宮城 誠,904-2245,うるま市,字赤道７９１－８,098-974-6947,4000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水,,R051105,12,建設業（総合）,1
47010363,知事,友和左官工業,藤村 敏道,905-1147,名護市,字田井等６３６－１,0980-43-6399,,個人,左,,R040904,15,その他専門工事,
47013954,知事,（株）ゆがふファシリティ,仲間 徹広,905-0014,名護市,港２－６－５,0980-43-9446,100000,法人,建大左と石屋電管タ鋼筋板ガ塗防内絶具消,,R070428,5,建設業（総合）,
47012218,知事,湯川ペイント,湯川 永一,907-0001,石垣市,字大浜５１４－９,0980-82-6827,,個人,塗,,R050123,12,塗装・防水,
47007475,知事,（有）幸総合,島袋 幸雄,901-0361,糸満市,字糸満２４２５－１０,098-994-1836,15000,法人,土と石鋼舗し水,,R060909,28,建設業（総合）,1
47007006,知事,（有）ユタカ技建,安富祖 豊弘,904-0004,沖縄市,中央３－２０－７,098-989-7963,5000,法人,建大屋タ内,,R041216,28,建設業（総合）,1
47008314,知事,（有）ユタカ基工,新垣 豊,904-1203,国頭郡金武町,字屋嘉２５６７,098-965-7200,3000,法人,土と石舗水,,R030810,20,建設業（総合）,
47012911,知事,（有）豊工務店,知念 長政,902-0075,那覇市,字国場９３６－３,098-855-8734,10000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水,,R030215,8,建設業（総合）,1
47004195,知事,（有）豊造園,眞榮里 三善,903-0804,那覇市,首里石嶺町３－７３,098-885-2883,10000,法人,園,,R070713,35,その他専門工事,1
47012814,知事,（株）ユナイテッドシステム,田場 盛伸,901-2133,浦添市,城間４－２５ー１２ １階,098-877-2135,20500,法人,通,,R020821,12,電気・設備工事,1
47014963,知事,（株）Ｕｎｉ・工房,末吉 貞博,901-2101,浦添市,西原１－４－１６－１０２,098-943-8371,5000,法人,建大屋電タ内,,R050825,0,建設業（総合）,1
47006663,知事,（株）ゆにてっくす,石原 貴史,903-0116,中頭郡西原町,字幸地１０８１,098-944-6608,17000,法人,電管塗機,,R070510,28,電気・設備工事,1
47014323,知事,（株）ＹＵＭＥ沖縄Ｄｅｓｉｇｎ Ｗｏｒｋｓ,與古田 諒,904-2173,沖縄市,比屋根２－８－３１,098-931-1128,8000,法人,土大と石タ鋼筋舗し水解,,R030514,5,建設業（総合）,1
47009874,知事,夢建創,東德嶺 徹,904-2173,沖縄市,比屋根７－７－１２,098-932-7224,,個人,建大左と石屋タ鋼筋ガ塗防内具,,R070613,20,建設業（総合）,1
47009546,知事,（株）ゆめ工房,糸満 盛和,901-2102,浦添市,前田１－４６－３５－１０１,098-894-4502,12000,法人,建大左石屋タ板ガ塗防内絶具,,R051118,20,建設業（総合）,1
47013733,知事,夢芝プランニング（株）,新垣 斉,904-0328,中頭郡読谷村,字宇座４８,098-989-5768,5000,法人,園,,R060705,5,その他専門工事,1
47014525,知事,（株）由理内装,福原 武志,901-2127,浦添市,屋富祖３－１１－２,098-943-5600,5000,法人,建大屋タ内,,R031203,0,建設業（総合）,1
47007826,知事,（株）ヨウコウ,崎原 正史,901-2132,浦添市,伊祖１－６－６,098-875-8871,3000,法人,管,,R040423,28,電気・設備工事,1
47014632,知事,洋工業,玉城 洋文,901-2121,浦添市,内間３－５－１１－３０２ ヨシキ荘,090-7454-8192,,個人,筋,,R040520,0,その他専門工事,1
47009602,知事,（有）陽功建設,上原 啓功,905-1415,国頭郡国頭村,字浜８０,0980-41-2317,35000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内園具水解,1,R050830,20,建設業（総合）,
47011029,知事,（有）与儀技建,與儀 實光,901-2227,宜野湾市,宇地泊２－３４－１９,098-897-1628,5000,法人,と,,R030426,15,その他専門工事,1
47002890,知事,（株）与儀組,淺沼 義功,900-0016,那覇市,前島１－１８－６,098-866-7580,30000,法人,土建大左と石屋電管タ鋼筋舗し板ガ塗防内絶具水解,1,R050312,35,建設業（総合）,1
47013288,知事,（株）与儀工業,與儀 隼人,904-2241,うるま市,字兼箇段１３７９ フレンズマンション寄利２０１号,090-4470-5343,5000,法人,と解,,R040823,8,その他専門工事,1
47002862,知事,与儀土建（株）,与儀 永次,907-0002,石垣市,字真栄里２０８,0980-82-8653,48000,法人,土と石鋼舗し水,,R070107,35,建設業（総合）,
47013597,知事,（株）与儀塗装舎,與儀 幸一,901-2111,浦添市,経塚１－１４－２６,098-875-8083,3000,法人,塗,,R051207,8,塗装・防水,1
47013102,知事,（株）ヨコタ,與古田 德次,905-0006,名護市,字宇茂佐１７４９－５,0980-54-8055,2000,法人,土と石鋼舗し水解,,R031130,8,建設業（総合）,
47011472,知事,与古田建設,與古田 德和,904-1106,うるま市,石川４２５ ２階,098-964-2539,,個人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水,,R060106,12,建設業（総合）,1
47014591,知事,（株）ヨコタ電工,横田 浩之,902-0075,那覇市,字国場９４６,098-855-5003,9000,法人,電,,R040331,0,電気・設備工事,1
47012489,知事,（株）横田電設,横田 夏樹,904-2142,沖縄市,登川１－３２－２,098-938-8203,3000,法人,電,,R060421,12,電気・設備工事,1
47003689,知事,（有）与座ガラス店,與座 一弘,901-1117,島尻郡南風原町,字津嘉山１５３２－２,098-889-5009,9000,法人,ガ,,R030604,35,その他専門工事,1
47010452,知事,（有）与座技建,與座 直喜,903-0806,那覇市,首里汀良町２－２２－１ ライオンズマンション守礼１０２号,098-835-5205,3000,法人,土と石鋼舗し水,,R050228,15,建設業（総合）,1
47005444,知事,（有）与座建設,與座 伸行,901-2132,浦添市,伊祖５－５－５,098-878-0468,3000,法人,土建と石舗水,,R040826,35,建設業（総合）,1
47007359,知事,（有）吉岡通信設備,吉岡 永助,901-1207,南城市,大里字古堅２６６－２,098-944-0217,3000,法人,電通,,R021107,28,電気・設備工事,1
47014152,知事,善型枠,善平 朝洋,901-2132,浦添市,伊祖５－５－１２ ２Ｆ,090-5631-5577,,個人,大と,,R071002,5,その他専門工事,1
47014660,知事,（合）ヨシカワ電通,吉川 公朗,904-0001,沖縄市,越来１－１７－６,070-5532-4446,1000,法人,通,,R040617,0,電気・設備工事,1
47014338,知事,（株）好?,末吉 末子,903-0116,中頭郡西原町,字幸地４２１,098-927-2406,5000,法人,土建大と石屋タ鋼舗し内水,,R030531,5,建設業（総合）,1
47010843,知事,（有）良組,下地 良一,903-0111,中頭郡西原町,字与那城２９３－３５,098-946-0182,3000,法人,と,,R070629,15,その他専門工事,1
47013103,知事,（有）吉建,吉原 滝,900-0025,那覇市,壺川２－３－１５－１３０２,098-831-5915,3000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水解,,R031130,8,建設業（総合）,1
47011017,知事,（有）義工業,眞榮田 義彦,905-2172,名護市,字豊原１６０－１,0980-55-2512,20000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶具水解,1,R060119,15,建設業（総合）,
47013933,知事,吉巧業（株）,吉開 奨幸,904-2215,うるま市,みどり町４－７－１ 嘉手納盛雄ビル２０２,098-989-9854,8000,法人,と,,R070403,5,その他専門工事,1
47015085,知事,義左官工業,下地 昌義,901-1101,島尻郡南風原町,字大名３６７－８,080-1783-6736,,個人,左,,R060315,0,その他専門工事,1
47010271,知事,吉重機,饒平名 知吉,904-2225,うるま市,喜仲３－１９－１５,098-974-7049,,個人,土と石鋼舗し水,,R040304,15,建設業（総合）,1
47000556,知事,（有）吉田開発,吉田 健英,902-0072,那覇市,字真地３４１－１,098-855-6071,49000,法人,土建と石舗し水解,1,R030723,35,建設業（総合）,1
47007691,知事,（株）吉田組,吉田 寛,901-1403,南城市,佐敷字佐敷４９３－５,098-917-0887,40000,法人,土と石鋼舗し塗水解,1,R050729,28,建設業（総合）,1
47006846,知事,（株）吉田建材,吉田 健,901-0305,糸満市,西崎町５－１４－２,098-994-3007,48000,法人,建大屋タ内,,R040526,28,建設業（総合）,1
47004426,知事,吉田建設,吉田 清昌,904-2302,うるま市,与那城西原６６６,098-978-6932,,個人,建大,,R021101,35,建設業（総合）,1
47011784,知事,（有）ヨシダ工業サービス,慶田盛 直哉,903-0804,那覇市,首里石嶺町４－２６４－１０,098-886-3866,3000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水解,,R070628,12,建設業（総合）,1
47004890,知事,（有）吉田産業,伊良部 幸男,906-0012,宮古島市,平良字西里１３３１－１６,0980-72-1661,20000,法人,土と石電管鋼舗し塗水,1,R030924,35,建設業（総合）,
47011678,知事,吉田畳店,吉田 博信,901-0503,島尻郡八重瀬町,字新城１０４９,098-998-0296,,個人,内,,R070119,12,内装工事,1
47008918,知事,義鉄筋工業,照喜名 義光,901-1202,南城市,大里字大里２５３６－５,098-945-8078,,個人,筋,,R030124,20,その他専門工事,1
47011904,知事,吉鉄筋工業,新城 立信,901-2203,宜野湾市,野嵩２－１２－１５,098-893-2321,,個人,筋,,R030224,12,その他専門工事,1
47009276,知事,（有）嘉電設,比嘉 常義,901-2312,中頭郡北中城村,字和仁屋３４,098-989-7121,10000,法人,電,,R040818,20,電気・設備工事,1
47015281,知事,（株）良電設,平仲 良考,901-0504,島尻郡八重瀬町,字後原２９９,098-800-2851,500,法人,電,,R070128,0,電気・設備工事,1
47015257,知事,（株）ヨシ塗装,平良 正伍,901-0415,島尻郡八重瀬町,字小城４２－６,080-1773-8531,5000,法人,塗,,R061216,0,塗装・防水,1
47004631,知事,（有）吉永,本底 直美,902-0076,那覇市,与儀２－４－１－２０３,098-851-7070,10000,法人,塗防,,R060224,35,塗装・防水,1
47008068,知事,（株）吉・長,新屋敷 賢,900-0024,那覇市,古波蔵２－３２－２７,098-832-5179,41500,法人,土建大と石鋼舗し水,,R050625,20,建設業（総合）,1
47007111,知事,（株）良長工務店,比嘉 良長,901-2111,浦添市,字経塚４８７－８,098-877-7200,10000,法人,土建大と石鋼舗水,,R040920,28,建設業（総合）,1
47012646,知事,良長鉄筋工業,翁長 浩和,904-2204,うるま市,字西原１９５－３,098-97-7165,,個人,筋,,R070121,12,その他専門工事,1
47014715,知事,吉成建装,吉濱 一成,904-2224,うるま市,字大田６８３－１,090-9780-3901,,個人,内,,R040826,0,内装工事,1
47005725,知事,（有）よしの商会,平安山 良太,901-0156,那覇市,田原１－４－４,098-857-8764,5000,法人,内,,R030514,35,内装工事,1
47013502,知事,（株）吉平工業,吉平 靖雄,901-2406,中頭郡中城村,字当間５７３,098-988-4444,5000,法人,と,,R050628,8,その他専門工事,1
47013722,知事,吉本組,吉本 秀夫,904-2307,うるま市,与那城饒辺１７３－１７,098-978-3789,,個人,大,,R060628,5,その他専門工事,1
47004722,知事,与世田建設,与世田 兼一,907-0024,石垣市,字新川２３１８－１５ 第一ハイツ１Ｆ,0980-83-2557,,個人,土と石鋼舗し塗水,,R050327,35,建設業（総合）,
47013721,知事,（株）四つ葉電機,新里 紹哲,904-2155,沖縄市,美原２－１７－２６ ２Ｆ,098-989-9675,5000,法人,電通,,R060716 R070117,5,電気・設備工事,1
47013808,知事,（株）與那下,與那下 将輝,904-2242,うるま市,字高江洲９７５－２,098-955-1310,5000,法人,左,,R061018,5,その他専門工事,1
47002837,知事,（株）世名城,世名城 盛俊,904-0202,中頭郡嘉手納町,屋良１－３－１３,098-956-2072,20000,法人,土建と石電管鋼舗し塗機園水消解,1,R030304 R031005,35,建設業（総合）,1
47004146,知事,與那城組,與那城 清,901-1405,南城市,佐敷字仲伊保８６－１,098-947-3618,,個人,土建と石鋼舗水,,R070402,35,建設業（総合）,1
47007230,知事,（有）世名城建設,金城 文雄,901-0204,豊見城市,字金良２４５－１,098-840-6925,36500,法人,土建と石鋼舗し塗水解,1,R030913,28,建設業（総合）,1
47014166,知事,（株）ヨナ鉄筋工業,與那 善行,901-2102,浦添市,前田４－１－７（１０２）,098-943-9510,1000,法人,筋,,R071009,5,その他専門工事,1
47008147,知事,与那覇組,與那覇 恵次郎,901-0204,豊見城市,字金良７１－２５,098-850-3184,,個人,大,,R070903,20,その他専門工事,1
47011975,知事,与那覇建設,與那覇 智也,901-0205,豊見城市,字根差部２１１－３,098-850-0173,,個人,大,,R030728,12,その他専門工事,1
47013209,知事,（株）与那覇建設,與那覇 毅彦,901-2126,浦添市,宮城３－１４－２ コーポ与那覇２Ｆ,098-878-6771,79000,法人,建大,,R040524,8,建設業（総合）,1
47001684,知事,（有）與那覇工務店,與那覇 昇,907-1801,八重山郡与那国町,字与那国６２－１,0980-87-2219,6000,法人,土建と舗水,,R021026,35,建設業（総合）,
47013470,知事,（株）ヨナハ工務店,与那覇 拓,901-2423,中頭郡中城村,字北上原９６０－２,098-943-2885,3000,法人,大と,,R050601,8,その他専門工事,1
47008848,知事,与那はつり,與那 康則,900-0031,那覇市,若狭２－３－１７ 松岡マンション４－Ａ,090-9780-3258,,個人,と,,R050707,20,その他専門工事,1
47015112,知事,（株）與那覇土建,與那覇 巧,903-0815,那覇市,首里金城町３－６３,070-5411-3577,3000,法人,土と石鋼舗し塗水解,,R060502,0,建設業（総合）,1
47014709,知事,與那覇内装,與那覇 朝一郎,901-2316,中頭郡北中城村,字安谷屋８２４－３,090-1942-6808,,個人,内,,R040826,0,内装工事,1
47001469,知事,（株）与那原建設,運天 辰民,907-0024,石垣市,字新川２４４４－１１,0980-82-4633,43000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶具水解,1,R030325,35,建設業（総合）,
47012544,知事,（株）ヨナハラ造園,与那原 永一郎,902-0072,那覇市,字真地２１０－１マンション真地２０２,098-987-4861,8000,法人,土と石鋼舗し園水解,,R031015,12,建設業（総合）,1
